SerialNumber,Type,SubType,UnitID,FirmwareVersion,FileID,StartTime,DataState,HasGaps
1423111,UsbEnhanced,USB,,515,52,01.01.1963 03:03:03,Complete,False

OrganID,KidneySide,BloodType,CrossClampTime&Date,CrossClampTimezone,TotalIschemicTime,PerfusateLot,PerfusateExpirationDate,PerfusateUsed,Cannula,CannulaExpirationDate,CassetteLot#,CasetteExpirationDate
Anonymous,NA,N/A,,,,,,,,,,

SequentialRecordNumber,SerialNumber,FileID,InfuseTime,FlowRate,OrganResistance,IceContainerTemperature,InfuseTemperature,Error1,Error2,State,PressureSet,AveragePressure,DiastolicPressure,SystolicPressure,Checksum
00001,1423111,52,00:00:00,000,000,0034,0113,0000,0000,10,30,1,0,0,129
00002,1423111,52,00:00:10,017,011,0034,0105,0000,0000,10,30,2,0,1,128
00003,1423111,52,00:00:20,052,023,0034,0102,0000,0000,10,30,13,7,11,132
00004,1423111,52,00:00:30,067,031,0033,0099,0000,0000,10,30,21,16,22,247
00005,1423111,52,00:00:40,071,033,0033,0096,0000,0000,10,30,24,21,27,255
00006,1423111,52,00:00:50,079,031,0033,0092,0000,0000,10,30,25,22,27,241
00007,1423111,52,00:01:00,083,030,0034,0090,0000,0000,10,30,25,23,28,251
00008,1423111,52,00:01:00,137,013,0033,0086,0000,0000,30,30,16,13,16,247
00009,1423111,52,00:01:00,206,000,0034,0077,0000,0000,30,30,0,0,0,140
00010,1423111,52,00:01:10,013,015,0033,0074,0000,0000,10,30,2,0,2,129
00011,1423111,52,00:01:20,045,020,0034,0073,0000,0000,10,30,10,5,9,248
00012,1423111,52,00:01:30,066,027,0034,0073,0000,0000,10,30,19,15,20,254
00013,1423111,52,00:01:40,079,027,0035,0074,0000,0000,10,30,22,19,24,240
00014,1423111,52,00:01:50,087,031,0034,0074,0000,0000,10,30,27,23,29,240
00015,1423111,52,00:02:00,081,032,0034,0074,0000,0000,10,30,26,24,29,244
00016,1423111,52,00:02:10,086,030,0034,0074,0000,0000,10,30,26,24,29,243
00017,1423111,52,00:02:20,090,030,0034,0074,0000,0000,10,30,27,24,29,247
00018,1423111,52,00:02:30,089,030,0034,0074,0000,0000,10,30,27,24,29,241
00019,1423111,52,00:02:40,090,028,0034,0075,0000,0000,10,30,26,23,29,241
00020,1423111,52,00:02:50,093,029,0034,0076,0000,0000,10,30,27,24,29,253
00021,1423111,52,00:03:00,094,028,0034,0075,0000,0000,10,30,27,25,29,252
00022,1423111,52,00:03:10,097,025,0035,0076,0000,0000,10,30,25,21,28,245
00023,1423111,52,00:03:20,102,026,0034,0077,0000,0000,90,30,27,24,29,247
00024,1423111,52,00:03:30,099,027,0033,0077,0000,0000,90,30,27,24,29,244
00025,1423111,52,00:03:40,100,027,0035,0076,0000,0000,90,30,27,25,30,253
00026,1423111,52,00:03:50,099,025,0034,0076,0000,0000,90,30,25,22,28,241
00027,1423111,52,00:04:00,102,024,0034,0075,0000,0000,90,30,24,22,28,242
00028,1423111,52,00:04:10,101,025,0034,0076,0000,0000,90,30,26,23,27,241
00029,1423111,52,00:04:20,108,024,0033,0076,0000,0000,90,30,26,23,28,243
00030,1423111,52,00:04:30,111,023,0033,0075,0000,0000,90,30,26,24,29,240
00031,1423111,52,00:04:40,114,023,0033,0076,0000,0000,90,30,27,25,29,240
00032,1423111,52,00:04:50,118,022,0033,0075,0000,0000,90,30,26,24,29,252
00033,1423111,52,00:05:00,119,022,0034,0075,0000,0000,90,30,27,25,29,255
00034,1423111,52,00:05:10,120,022,0034,0073,0000,0000,90,30,27,25,29,245
00035,1423111,52,00:05:20,124,021,0034,0073,0000,0000,90,30,27,25,29,240
00036,1423111,52,00:05:30,124,022,0034,0072,0000,0000,90,30,28,26,30,244
00037,1423111,52,00:05:40,124,021,0034,0073,0000,0000,90,30,27,26,30,255
00038,1423111,52,00:05:50,125,021,0034,0073,0000,0000,90,30,27,26,29,248
00039,1423111,52,00:06:00,126,021,0034,0073,0000,0000,90,30,27,25,29,255
00040,1423111,52,00:06:10,130,020,0034,0072,0000,0000,90,30,27,25,29,247
00041,1423111,52,00:06:20,132,021,0034,0072,0000,0000,90,30,28,25,29,249
00042,1423111,52,00:06:30,133,021,0034,0073,0000,0000,90,30,28,26,29,248
00043,1423111,52,00:06:40,144,020,0034,0072,0000,0000,90,30,30,27,32,252
00044,1423111,52,00:06:50,142,019,0034,0072,0000,0000,90,30,28,26,31,253
00045,1423111,52,00:07:00,133,021,0034,0073,0000,0000,90,30,28,25,31,247
00046,1423111,52,00:07:10,130,020,0034,0072,0000,0000,90,30,27,24,30,249
00047,1423111,52,00:07:20,130,020,0034,0072,0000,0000,90,30,27,24,30,251
00048,1423111,52,00:07:30,129,020,0034,0072,0000,0000,90,30,27,24,30,253
00049,1423111,52,00:07:40,126,021,0034,0072,0000,0000,90,30,27,24,30,245
00050,1423111,52,00:07:50,127,021,0034,0071,0000,0000,90,30,27,24,30,254
00051,1423111,52,00:08:00,126,020,0034,0072,0000,0000,90,30,26,24,30,247
00052,1423111,52,00:08:10,127,021,0034,0072,0000,0000,90,30,27,24,30,244
00053,1423111,52,00:08:20,125,020,0035,0072,0000,0000,90,30,26,23,30,242
00054,1423111,52,00:08:30,126,020,0034,0073,0000,0000,90,30,26,23,29,255
00055,1423111,52,00:08:40,127,020,0035,0073,0000,0000,90,30,26,24,30,246
00056,1423111,52,00:08:50,131,019,0034,0072,0000,0000,90,30,26,21,29,244
00057,1423111,52,00:09:00,132,019,0035,0073,0000,0000,90,30,26,22,29,241
00058,1423111,52,00:09:10,130,020,0035,0073,0000,0000,90,30,27,24,30,248
00059,1423111,52,00:09:20,127,020,0035,0072,0000,0000,90,30,26,23,30,251
00060,1423111,52,00:09:30,128,021,0034,0073,0000,0000,90,30,27,24,30,248
00061,1423111,52,00:09:40,126,021,0034,0074,0000,0000,90,30,27,24,30,247
00062,1423111,52,00:09:50,126,020,0034,0074,0000,0000,90,30,26,24,30,245
00063,1423111,52,00:10:00,127,020,0035,0074,0000,0000,90,30,26,23,29,246
00064,1423111,52,00:10:10,128,020,0035,0074,0000,0000,90,30,26,23,29,255
00065,1423111,52,00:10:20,128,020,0034,0074,0000,0000,90,30,26,23,29,252
00066,1423111,52,00:10:30,126,021,0035,0074,0000,0000,90,30,27,24,30,254
00067,1423111,52,00:10:40,129,020,0034,0073,0000,0000,90,30,26,23,29,254
00068,1423111,52,00:10:50,127,021,0034,0074,0000,0000,90,30,27,23,30,241
00069,1423111,52,00:11:00,124,021,0034,0075,0000,0000,90,30,27,24,30,241
00070,1423111,52,00:11:00,198,003,0035,0074,0000,0000,B0,30,6,5,6,242
00071,1423111,52,00:11:00,002,000,0035,0074,0000,0000,90,30,0,0,0,140
00072,1423111,52,00:11:10,028,021,0034,0076,0000,0000,90,30,6,3,6,133
00073,1423111,52,00:11:20,056,025,0034,0075,0000,0000,90,30,14,9,15,133
00074,1423111,52,00:11:30,080,022,0034,0076,0000,0000,90,30,18,14,21,254
00075,1423111,52,00:11:40,097,022,0035,0076,0000,0000,90,30,22,18,25,254
00076,1423111,52,00:11:50,107,022,0035,0076,0000,0000,90,30,24,20,27,251
00077,1423111,52,00:12:00,115,021,0034,0077,0000,0000,90,30,25,22,28,240
00078,1423111,52,00:12:10,119,021,0035,0076,0000,0000,90,30,25,22,28,242
00079,1423111,52,00:12:20,123,020,0035,0076,0000,0000,90,30,26,22,29,250
00080,1423111,52,00:12:30,125,020,0035,0077,0000,0000,90,30,26,23,29,251
00081,1423111,52,00:12:40,127,020,0035,0076,0000,0000,90,30,26,23,29,254
00082,1423111,52,00:12:50,126,020,0034,0076,0000,0000,90,30,26,23,30,244
00083,1423111,52,00:13:00,127,020,0035,0076,0000,0000,90,30,26,23,30,241
00084,1423111,52,00:13:10,127,020,0035,0076,0000,0000,90,30,26,23,30,247
00085,1423111,52,00:13:20,126,020,0035,0076,0000,0000,90,30,26,23,30,244
00086,1423111,52,00:13:30,126,020,0035,0076,0000,0000,90,30,26,23,30,246
00087,1423111,52,00:13:40,128,020,0035,0076,0000,0000,90,30,26,23,29,246
00088,1423111,52,00:13:50,127,020,0036,0075,0000,0000,90,30,26,22,29,246
00089,1423111,52,00:14:00,128,020,0035,0075,0000,0000,90,30,26,23,30,240
00090,1423111,52,00:14:10,127,020,0035,0076,0000,0000,90,30,26,23,30,245
00091,1423111,52,00:14:20,128,020,0035,0076,0000,0000,90,30,26,23,30,248
00092,1423111,52,00:14:30,126,020,0036,0075,0000,0000,90,30,26,23,29,252
00093,1423111,52,00:14:40,130,020,0035,0076,0000,0000,90,30,26,23,29,253
00094,1423111,52,00:14:50,131,019,0035,0076,0000,0000,90,30,26,23,29,240
00095,1423111,52,00:15:00,130,020,0035,0075,0000,0000,90,30,26,23,29,253
00096,1423111,52,00:15:10,129,020,0035,0076,0000,0000,90,30,27,23,30,253
00097,1423111,52,00:15:20,127,021,0035,0075,0000,0000,90,30,26,24,30,245
00098,1423111,52,00:15:30,127,020,0035,0076,0000,0000,90,30,26,23,29,246
00099,1423111,52,00:15:40,129,020,0035,0076,0000,0000,90,30,26,23,29,254
00100,1423111,52,00:15:50,128,020,0035,0075,0000,0000,90,30,26,23,29,252
00101,1423111,52,00:16:00,127,021,0035,0076,0000,0000,90,30,27,24,30,248
00102,1423111,52,00:16:10,128,021,0035,0075,0000,0000,90,30,27,23,30,241
00103,1423111,52,00:16:20,127,020,0035,0075,0000,0000,90,30,27,23,30,253
00104,1423111,52,00:16:30,126,020,0035,0076,0000,0000,90,30,26,23,30,248
00105,1423111,52,00:16:40,127,020,0035,0075,0000,0000,90,30,26,23,29,244
00106,1423111,52,00:16:50,127,020,0035,0076,0000,0000,90,30,26,23,30,253
00107,1423111,52,00:17:00,128,020,0035,0075,0000,0000,90,30,26,23,29,252
00108,1423111,52,00:17:10,128,020,0035,0076,0000,0000,90,30,26,23,30,249
00109,1423111,52,00:17:20,128,020,0034,0076,0000,0000,90,30,26,23,30,250
00110,1423111,52,00:17:30,129,020,0035,0077,0000,0000,90,30,26,23,29,250
00111,1423111,52,00:17:40,127,020,0034,0076,0000,0000,90,30,26,24,30,253
00112,1423111,52,00:17:50,128,020,0035,0076,0000,0000,90,30,26,23,30,246
00113,1423111,52,00:18:00,126,020,0035,0077,0000,0000,90,30,26,23,30,242
00114,1423111,52,00:18:10,129,020,0035,0076,0000,0000,90,30,26,22,29,243
00115,1423111,52,00:18:20,130,020,0035,0077,0000,0000,90,30,26,23,30,241
00116,1423111,52,00:18:30,128,021,0034,0076,0000,0000,90,30,27,23,30,250
00117,1423111,52,00:18:40,127,021,0034,0076,0000,0000,90,30,27,24,30,244
00118,1423111,52,00:18:50,127,020,0035,0076,0000,0000,90,30,26,23,30,252
00119,1423111,52,00:19:00,129,020,0034,0076,0000,0000,90,30,26,22,29,255
00120,1423111,52,00:19:10,128,021,0035,0076,0000,0000,90,30,27,24,30,250
00121,1423111,52,00:19:20,129,020,0035,0076,0000,0000,90,30,26,23,30,254
00122,1423111,52,00:19:30,128,021,0035,0077,0000,0000,90,30,27,24,30,251
00123,1423111,52,00:19:40,126,020,0035,0076,0000,0000,90,30,26,23,30,245
00124,1423111,52,00:19:50,129,020,0035,0076,0000,0000,90,30,26,23,29,244
00125,1423111,52,00:20:00,128,021,0035,0077,0000,0000,90,30,27,23,30,242
00126,1423111,52,00:20:10,126,020,0034,0076,0000,0000,90,30,26,23,30,254
00127,1423111,52,00:20:20,127,020,0035,0077,0000,0000,90,30,26,23,30,253
00128,1423111,52,00:20:30,127,020,0035,0077,0000,0000,90,30,26,24,30,244
00129,1423111,52,00:20:40,127,020,0034,0076,0000,0000,90,30,26,23,29,253
00130,1423111,52,00:20:50,129,020,0035,0077,0000,0000,90,30,27,23,29,251
00131,1423111,52,00:21:00,139,014,0035,0077,0000,0000,B0,30,19,17,21,129
00132,1423111,52,00:21:00,207,000,0035,0076,0000,0000,B0,30,0,0,0,247
00133,1423111,52,00:21:10,014,014,0035,0076,0000,0000,90,30,2,0,1,138
00134,1423111,52,00:21:20,043,023,0034,0076,0000,0000,90,30,10,6,10,139
00135,1423111,52,00:21:30,071,022,0035,0078,0000,0000,90,30,16,11,18,249
00136,1423111,52,00:21:40,090,022,0035,0077,0000,0000,90,30,20,16,23,247
00137,1423111,52,00:21:50,107,020,0034,0078,0000,0000,90,30,22,18,25,254
00138,1423111,52,00:22:00,116,020,0035,0077,0000,0000,90,30,24,20,27,246
00139,1423111,52,00:22:10,124,019,0034,0077,0000,0000,90,30,24,20,28,243
00140,1423111,52,00:22:20,126,020,0035,0078,0000,0000,90,30,26,22,29,249
00141,1423111,52,00:22:30,128,020,0035,0077,0000,0000,90,30,26,22,29,248
00142,1423111,52,00:22:40,127,020,0035,0078,0000,0000,90,30,26,23,30,245
00143,1423111,52,00:22:50,127,020,0035,0077,0000,0000,90,30,26,23,30,250
00144,1423111,52,00:23:00,129,020,0035,0077,0000,0000,90,30,26,22,29,254
00145,1423111,52,00:23:10,131,019,0035,0078,0000,0000,90,30,26,22,29,242
00146,1423111,52,00:23:20,134,020,0035,0077,0000,0000,90,30,27,24,30,253
00147,1423111,52,00:23:30,132,019,0035,0077,0000,0000,90,30,26,23,30,247
00148,1423111,52,00:23:40,131,019,0035,0076,0000,0000,90,30,26,23,30,253
00149,1423111,52,00:23:50,130,020,0035,0076,0000,0000,90,30,26,23,30,246
00150,1423111,52,00:24:00,131,019,0035,0078,0000,0000,90,30,25,22,29,243
00151,1423111,52,00:24:10,133,019,0035,0077,0000,0000,90,30,27,23,29,253
00152,1423111,52,00:24:20,133,018,0035,0077,0000,0000,90,30,25,21,29,252
00153,1423111,52,00:24:30,135,020,0035,0077,0000,0000,90,30,27,23,30,249
00154,1423111,52,00:24:40,134,019,0035,0077,0000,0000,90,30,26,23,30,243
00155,1423111,52,00:24:50,133,020,0036,0077,0000,0000,90,30,27,23,30,252
00156,1423111,52,00:25:00,133,020,0035,0077,0000,0000,90,30,27,23,30,248
00157,1423111,52,00:25:10,132,019,0036,0077,0000,0000,90,30,26,23,30,241
00158,1423111,52,00:25:20,130,020,0036,0076,0000,0000,90,30,26,23,30,244
00159,1423111,52,00:25:30,130,020,0035,0076,0000,0000,90,30,26,23,30,247
00160,1423111,52,00:25:40,133,018,0035,0076,0000,0000,90,30,25,21,29,251
00161,1423111,52,00:25:50,133,020,0036,0076,0000,0000,90,30,27,22,29,242
00162,1423111,52,00:26:00,133,019,0036,0077,0000,0000,90,30,26,23,30,244
00163,1423111,52,00:26:10,132,019,0036,0077,0000,0000,90,30,26,23,30,245
00164,1423111,52,00:26:20,132,019,0036,0077,0000,0000,90,30,26,23,30,241
00165,1423111,52,00:26:30,135,019,0035,0077,0000,0000,90,30,26,22,29,252
00166,1423111,52,00:26:40,133,020,0036,0077,0000,0000,90,30,27,23,30,255
00167,1423111,52,00:26:50,131,019,0036,0077,0000,0000,90,30,26,23,30,246
00168,1423111,52,00:27:00,133,020,0036,0077,0000,0000,90,30,27,24,30,243
00169,1423111,52,00:27:10,129,020,0036,0076,0000,0000,90,30,26,23,30,255
00170,1423111,52,00:27:20,129,020,0035,0077,0000,0000,90,30,26,23,30,246
00171,1423111,52,00:27:30,128,020,0035,0077,0000,0000,90,30,26,23,30,247
00172,1423111,52,00:27:40,128,020,0036,0076,0000,0000,90,30,26,22,30,240
00173,1423111,52,00:27:50,128,020,0035,0078,0000,0000,90,30,26,22,30,253
00174,1423111,52,00:28:00,128,020,0036,0077,0000,0000,90,30,26,22,30,252
00175,1423111,52,00:28:10,128,020,0036,0077,0000,0000,90,30,26,23,30,253
00176,1423111,52,00:28:20,128,020,0036,0077,0000,0000,90,30,26,23,30,253
00177,1423111,52,00:28:30,128,019,0036,0077,0000,0000,90,30,25,22,29,253
00178,1423111,52,00:28:40,132,019,0036,0077,0000,0000,90,30,26,23,29,252
00179,1423111,52,00:28:50,133,019,0036,0078,0000,0000,90,30,26,23,29,242
00180,1423111,52,00:29:00,130,020,0037,0077,0000,0000,90,30,26,23,30,255
00181,1423111,52,00:29:10,132,019,0036,0077,0000,0000,90,30,26,22,29,255
00182,1423111,52,00:29:20,133,019,0036,0078,0000,0000,90,30,26,23,30,248
00183,1423111,52,00:29:30,133,019,0036,0077,0000,0000,90,30,26,23,30,247
00184,1423111,52,00:29:40,133,019,0036,0076,0000,0000,90,30,26,23,30,246
00185,1423111,52,00:29:50,133,019,0036,0078,0000,0000,90,30,26,23,30,248
00186,1423111,52,00:30:00,132,019,0035,0077,0000,0000,90,30,26,22,30,250
00187,1423111,52,00:30:10,132,019,0036,0077,0000,0000,90,30,26,23,30,248
00188,1423111,52,00:30:20,134,020,0036,0077,0000,0000,90,30,27,23,30,249
00189,1423111,52,00:30:30,130,020,0036,0077,0000,0000,90,30,26,23,30,252
00190,1423111,52,00:30:40,133,019,0036,0078,0000,0000,90,30,26,22,29,252
00191,1423111,52,00:30:50,136,018,0036,0077,0000,0000,90,30,25,21,29,247
00192,1423111,52,00:31:00,133,020,0036,0077,0000,0000,90,30,27,23,30,246
00193,1423111,52,00:31:00,201,002,0036,0077,0000,0000,B0,30,5,4,6,252
00194,1423111,52,00:31:00,002,000,0036,0077,0000,0000,90,30,0,0,0,132
00195,1423111,52,00:31:10,030,020,0036,0078,0000,0000,90,30,6,2,5,137
00196,1423111,52,00:31:20,059,023,0036,0078,0000,0000,90,30,14,9,15,139
00197,1423111,52,00:31:30,084,021,0036,0079,0000,0000,90,30,18,14,21,250
00198,1423111,52,00:31:40,094,021,0036,0079,0000,0000,90,30,20,16,24,255
00199,1423111,52,00:31:50,104,020,0036,0079,0000,0000,90,30,22,18,24,250
00200,1423111,52,00:32:00,119,020,0037,0079,0000,0000,90,30,24,21,26,252
00201,1423111,52,00:32:10,126,019,0036,0079,0000,0000,90,30,25,22,27,248
00202,1423111,52,00:32:20,134,019,0036,0079,0000,0000,90,30,26,24,28,241
00203,1423111,52,00:32:30,137,019,0036,0079,0000,0000,90,30,27,25,29,243
00204,1423111,52,00:32:40,137,018,0036,0079,0000,0000,90,30,26,24,29,242
00205,1423111,52,00:32:50,137,019,0036,0077,0000,0000,90,30,27,25,29,253
00206,1423111,52,00:33:00,137,019,0036,0077,0000,0000,90,30,27,25,29,250
00207,1423111,52,00:33:10,134,018,0036,0076,0000,0000,90,30,25,22,28,253
00208,1423111,52,00:33:20,137,018,0035,0075,0000,0000,90,30,26,24,28,247
00209,1423111,52,00:33:30,137,018,0035,0075,0000,0000,90,30,26,24,28,247
00210,1423111,52,00:33:40,137,018,0035,0075,0000,0000,90,30,26,25,29,248
00211,1423111,52,00:33:50,137,018,0035,0075,0000,0000,90,30,26,24,28,248
00212,1423111,52,00:34:00,137,018,0036,0075,0000,0000,90,30,26,24,29,251
00213,1423111,52,00:34:10,137,018,0035,0075,0000,0000,90,30,26,24,28,249
00214,1423111,52,00:34:20,137,018,0035,0075,0000,0000,90,30,26,24,29,252
00215,1423111,52,00:34:30,137,018,0033,0075,0000,0000,90,30,26,24,28,251
00216,1423111,52,00:34:40,137,018,0033,0075,0000,0000,90,30,26,25,28,254
00217,1423111,52,00:34:50,137,018,0032,0074,0000,0000,90,30,26,24,28,255
00218,1423111,52,00:35:00,137,018,0032,0076,0000,0000,90,30,26,24,28,246
00219,1423111,52,00:35:10,137,018,0032,0075,0000,0000,90,30,26,24,29,244
00220,1423111,52,00:35:20,137,018,0032,0075,0000,0000,90,30,26,24,28,252
00221,1423111,52,00:35:30,137,018,0031,0075,0000,0000,90,30,26,24,28,255
00222,1423111,52,00:35:40,137,018,0031,0075,0000,0000,90,30,26,25,29,251
00223,1423111,52,00:35:50,136,019,0031,0075,0000,0000,90,30,26,24,28,251
00224,1423111,52,00:36:00,136,019,0031,0075,0000,0000,90,30,26,24,28,250
00225,1423111,52,00:36:10,137,018,0031,0075,0000,0000,90,30,26,24,28,250
00226,1423111,52,00:36:20,136,019,0031,0075,0000,0000,90,30,26,25,28,251
00227,1423111,52,00:36:30,136,019,0031,0075,0000,0000,90,30,26,25,28,251
00228,1423111,52,00:36:40,136,019,0031,0075,0000,0000,90,30,26,25,29,242
00229,1423111,52,00:36:50,137,018,0032,0076,0000,0000,90,30,26,23,28,245
00230,1423111,52,00:37:00,137,018,0032,0075,0000,0000,90,30,25,23,28,249
00231,1423111,52,00:37:10,137,018,0032,0076,0000,0000,90,30,26,23,28,249
00232,1423111,52,00:37:20,137,018,0032,0076,0000,0000,90,30,26,24,28,254
00233,1423111,52,00:37:30,136,019,0032,0076,0000,0000,90,30,26,24,28,254
00234,1423111,52,00:37:40,136,019,0033,0076,0000,0000,90,30,26,24,28,255
00235,1423111,52,00:37:50,136,019,0033,0076,0000,0000,90,30,26,24,28,255
00236,1423111,52,00:38:00,136,018,0034,0075,0000,0000,90,30,25,23,28,247
00237,1423111,52,00:38:10,136,018,0033,0076,0000,0000,90,30,25,24,28,244
00238,1423111,52,00:38:20,136,018,0034,0076,0000,0000,90,30,25,24,28,255
00239,1423111,52,00:38:30,136,018,0034,0076,0000,0000,90,30,25,24,28,255
00240,1423111,52,00:38:40,136,018,0035,0076,0000,0000,90,30,25,24,28,247
00241,1423111,52,00:38:50,136,018,0035,0075,0000,0000,90,30,25,24,28,244
00242,1423111,52,00:39:00,136,018,0035,0076,0000,0000,90,30,25,24,28,240
00243,1423111,52,00:39:10,136,019,0035,0075,0000,0000,90,30,26,24,28,241
00244,1423111,52,00:39:20,136,019,0036,0075,0000,0000,90,30,26,24,28,246
00245,1423111,52,00:39:30,136,019,0036,0075,0000,0000,90,30,26,24,28,246
00246,1423111,52,00:39:30,179,001,0036,0075,0000,0000,B0,30,1,1,1,247
00247,1423111,52,00:39:40,003,000,0036,0075,0000,0000,90,30,0,0,0,134
00248,1423111,52,00:39:50,027,014,0036,0076,0000,0000,90,30,5,1,4,136
00249,1423111,52,00:40:00,057,021,0035,0077,0000,0000,90,30,12,7,13,128
00250,1423111,52,00:40:10,086,019,0035,0077,0000,0000,90,30,17,13,20,251
00251,1423111,52,00:40:20,108,019,0035,0078,0000,0000,90,30,21,17,23,243
00252,1423111,52,00:40:30,127,018,0035,0077,0000,0000,90,30,23,20,25,242
00253,1423111,52,00:40:40,140,017,0035,0077,0000,0000,90,30,25,22,27,252
00254,1423111,52,00:40:50,148,017,0035,0077,0000,0000,90,30,26,24,28,248
00255,1423111,52,00:41:00,155,017,0035,0077,0000,0000,90,30,27,25,28,241
00256,1423111,52,00:41:10,158,017,0035,0076,0000,0000,90,30,27,26,29,253
00257,1423111,52,00:41:20,163,017,0036,0075,0000,0000,90,30,28,26,29,248
00258,1423111,52,00:41:30,160,017,0036,0077,0000,0000,90,30,28,27,30,254
00259,1423111,52,00:41:40,165,016,0036,0075,0000,0000,90,30,27,26,29,248
00260,1423111,52,00:41:50,166,016,0036,0076,0000,0000,90,30,28,27,29,253
00261,1423111,52,00:42:00,168,016,0037,0076,0000,0000,90,30,28,27,29,245
00262,1423111,52,00:42:10,165,017,0037,0075,0000,0000,90,30,29,27,30,241
00263,1423111,52,00:42:20,163,017,0038,0075,0000,0000,90,30,29,28,30,245
00264,1423111,52,00:42:30,157,018,0038,0075,0000,0000,90,30,28,27,30,245
00265,1423111,52,00:42:40,160,017,0038,0075,0000,0000,90,30,28,26,29,241
00266,1423111,52,00:42:50,161,017,0037,0075,0000,0000,90,30,28,27,29,252
00267,1423111,52,00:43:00,161,017,0037,0075,0000,0000,90,30,28,26,29,248
00268,1423111,52,00:43:10,160,017,0038,0076,0000,0000,90,30,28,27,30,242
00269,1423111,52,00:43:20,160,017,0038,0076,0000,0000,90,30,28,27,30,240
00270,1423111,52,00:43:30,160,017,0038,0075,0000,0000,90,30,28,27,30,250
00271,1423111,52,00:43:40,159,017,0038,0075,0000,0000,90,30,28,27,30,246
00272,1423111,52,00:43:50,160,017,0039,0076,0000,0000,90,30,28,27,30,252
00273,1423111,52,00:44:00,154,018,0039,0075,0000,0000,90,30,29,27,30,245
00274,1423111,52,00:44:10,151,018,0039,0075,0000,0000,90,30,28,26,30,246
00275,1423111,52,00:44:20,155,018,0038,0075,0000,0000,90,30,28,26,29,249
00276,1423111,52,00:44:30,153,017,0037,0075,0000,0000,90,30,27,26,30,250
00277,1423111,52,00:44:40,153,018,0037,0075,0000,0000,90,30,28,26,30,252
00278,1423111,52,00:44:50,152,018,0038,0075,0000,0000,90,30,28,26,30,252
00279,1423111,52,00:45:00,149,018,0038,0076,0000,0000,90,30,28,26,30,240
00280,1423111,52,00:45:10,149,018,0038,0076,0000,0000,90,30,28,25,30,244
00281,1423111,52,00:45:20,149,018,0038,0076,0000,0000,90,30,28,26,30,245
00282,1423111,52,00:45:30,150,018,0038,0075,0000,0000,90,30,27,25,29,248
00283,1423111,52,00:45:40,152,017,0039,0075,0000,0000,90,30,27,25,29,242
00284,1423111,52,00:45:50,153,017,0039,0075,0000,0000,90,30,27,26,29,246
00285,1423111,52,00:46:00,155,017,0039,0076,0000,0000,90,30,27,25,29,247
00286,1423111,52,00:46:10,155,018,0039,0075,0000,0000,90,30,28,26,29,245
00287,1423111,52,00:46:20,158,017,0040,0075,0000,0000,90,30,28,26,29,251
00288,1423111,52,00:46:30,161,017,0040,0075,0000,0000,90,30,28,26,29,255
00289,1423111,52,00:46:40,159,017,0040,0075,0000,0000,90,30,28,26,30,250
00290,1423111,52,00:46:50,157,017,0040,0076,0000,0000,90,30,28,26,30,254
00291,1423111,52,00:47:00,155,018,0040,0075,0000,0000,90,30,28,26,30,245
00292,1423111,52,00:47:10,163,016,0040,0075,0000,0000,90,30,27,25,28,249
00293,1423111,52,00:47:20,170,015,0039,0076,0000,0000,90,30,27,26,28,244
00294,1423111,52,00:47:30,167,017,0040,0075,0000,0000,90,30,29,27,30,253
00295,1423111,52,00:47:40,165,016,0040,0075,0000,0000,90,30,28,27,30,249
00296,1423111,52,00:47:50,166,016,0040,0075,0000,0000,90,30,28,27,30,248
00297,1423111,52,00:48:00,164,017,0041,0075,0000,0000,90,30,28,27,30,241
00298,1423111,52,00:48:10,159,018,0040,0075,0000,0000,90,30,29,27,30,254
00299,1423111,52,00:48:20,151,018,0040,0075,0000,0000,90,30,28,26,31,245
00300,1423111,52,00:48:30,145,019,0040,0076,0000,0000,90,30,28,26,30,243
00301,1423111,52,00:48:40,142,019,0040,0076,0000,0000,90,30,28,26,30,242
00302,1423111,52,00:48:50,142,019,0040,0075,0000,0000,90,30,28,25,30,240
00303,1423111,52,00:49:00,142,019,0040,0075,0000,0000,90,30,27,25,30,250
00304,1423111,52,00:49:10,138,019,0040,0075,0000,0000,90,30,27,24,30,240
00305,1423111,52,00:49:20,136,020,0040,0076,0000,0000,90,30,28,25,30,251
00306,1423111,52,00:49:30,135,020,0041,0075,0000,0000,90,30,27,25,30,247
00307,1423111,52,00:49:30,150,012,0041,0075,0000,0000,B0,30,17,15,18,133
00308,1423111,52,00:49:30,143,000,0041,0076,0000,0000,B0,30,0,0,0,241
00309,1423111,52,00:49:40,012,016,0042,0076,0000,0000,90,30,2,0,1,142
00310,1423111,52,00:49:50,044,018,0042,0077,0000,0000,90,30,8,4,9,141
00311,1423111,52,00:50:00,075,018,0042,0077,0000,0000,90,30,14,10,16,247
00312,1423111,52,00:50:10,105,017,0043,0076,0000,0000,90,30,18,13,21,247
00313,1423111,52,00:50:20,126,017,0043,0077,0000,0000,90,30,22,18,24,242
00314,1423111,52,00:50:30,139,017,0042,0076,0000,0000,90,30,24,21,27,245
00315,1423111,52,00:50:40,147,017,0042,0077,0000,0000,90,30,26,23,28,244
00316,1423111,52,00:50:50,156,016,0041,0077,0000,0000,90,30,26,24,28,243
00317,1423111,52,00:51:00,166,016,0040,0076,0000,0000,90,30,27,25,28,245
