SerialNumber,Type,SubType,UnitID,FirmwareVersion,FileID,StartTime,DataState,HasGaps
1423111,UsbEnhanced,USB,,515,52,01.01.1963 03:03:03,Complete,False

OrganID,KidneySide,BloodType,CrossClampTime&Date,CrossClampTimezone,TotalIschemicTime,PerfusateLot,PerfusateExpirationDate,PerfusateUsed,Cannula,CannulaExpirationDate,CassetteLot#,CasetteExpirationDate
Anonymous,NA,N/A,,,,,,,,,,

SequentialRecordNumber,SerialNumber,FileID,InfuseTime,FlowRate,OrganResistance,IceContainerTemperature,InfuseTemperature,Error1,Error2,State,PressureSet,AveragePressure,DiastolicPressure,SystolicPressure,Checksum
01326,1423111,52,03:35:00,177,015,0049,0070,0000,1000,90,30,28,28,29,249
01327,1423111,52,03:35:10,177,015,0049,0069,0000,1000,90,30,28,28,29,241
01328,1423111,52,03:35:20,177,015,0049,0070,0000,1000,90,30,28,28,29,245
01329,1423111,52,03:35:30,177,015,0049,0070,0000,1000,90,30,28,27,29,250
01330,1423111,52,03:35:40,177,015,0049,0069,0000,1000,90,30,28,28,29,242
01331,1423111,52,03:35:50,177,015,0049,0069,0000,1000,90,30,28,28,29,242
01332,1423111,52,03:36:00,177,015,0049,0069,0000,1000,90,30,28,28,29,247
01333,1423111,52,03:36:10,177,015,0049,0070,0000,1000,90,30,28,28,29,255
01334,1423111,52,03:36:20,177,015,0049,0068,0000,1000,90,30,28,28,29,242
01335,1423111,52,03:36:30,177,015,0049,0069,0000,1000,90,30,28,28,29,243
01336,1423111,52,03:36:40,177,015,0049,0069,0000,1000,90,30,28,28,29,247
01337,1423111,52,03:36:50,177,015,0049,0068,0000,1000,90,30,28,28,29,246
01338,1423111,52,03:37:00,177,015,0050,0070,0000,1000,90,30,28,28,29,252
01339,1423111,52,03:37:10,177,015,0049,0069,0000,1000,90,30,28,28,29,252
01340,1423111,52,03:37:20,177,015,0050,0069,0000,1000,90,30,28,28,29,249
01341,1423111,52,03:37:30,177,015,0050,0069,0000,1000,90,30,28,28,29,249
01342,1423111,52,03:37:40,177,015,0050,0069,0000,1000,90,30,28,28,29,253
01343,1423111,52,03:37:50,177,015,0049,0069,0000,1000,90,30,28,28,29,245
01344,1423111,52,03:38:00,177,015,0050,0068,0000,1000,90,30,28,28,29,241
01345,1423111,52,03:38:10,177,015,0049,0069,0000,1000,90,30,28,28,29,248
01346,1423111,52,03:38:20,177,015,0050,0069,0000,1000,90,30,28,28,29,240
01347,1423111,52,03:38:30,177,015,0050,0070,0000,1000,90,30,28,28,29,248
01348,1423111,52,03:38:40,177,015,0050,0070,0000,1000,90,30,28,28,29,240
01349,1423111,52,03:38:50,177,015,0050,0069,0000,1000,90,30,28,28,29,248
01350,1423111,52,03:39:00,177,015,0050,0070,0000,1000,90,30,28,28,29,252
01351,1423111,52,03:39:10,177,015,0050,0070,0000,1000,90,30,28,28,29,252
01352,1423111,52,03:39:20,177,015,0050,0069,0000,1000,90,30,28,28,29,244
01353,1423111,52,03:39:30,177,015,0050,0069,0000,1000,90,30,28,28,29,244
01354,1423111,52,03:39:40,177,015,0049,0069,0000,1000,90,30,28,28,29,252
01355,1423111,52,03:39:50,177,015,0050,0069,0000,1000,90,30,28,28,29,244
01356,1423111,52,03:40:00,177,015,0050,0069,0000,1000,90,30,28,28,29,252
01357,1423111,52,03:40:10,177,015,0050,0070,0000,1000,90,30,28,28,29,244
01358,1423111,52,03:40:20,177,015,0050,0069,0000,1000,90,30,28,28,29,240
01359,1423111,52,03:40:30,177,015,0050,0068,0000,1000,90,30,28,28,30,249
01360,1423111,52,03:40:40,177,015,0050,0069,0000,1000,90,30,28,28,29,253
01361,1423111,52,03:40:50,177,015,0050,0070,0000,1000,90,30,28,28,29,245
01362,1423111,52,03:41:00,177,015,0050,0069,0000,1000,90,30,28,28,29,250
01363,1423111,52,03:41:10,177,015,0050,0069,0000,1000,90,30,28,28,29,250
01364,1423111,52,03:41:20,177,015,0050,0068,0000,1000,90,30,28,28,29,255
01365,1423111,52,03:41:30,177,015,0050,0069,0000,1000,90,30,28,28,29,254
01366,1423111,52,03:41:40,177,015,0050,0068,0000,1000,90,30,28,28,29,251
01367,1423111,52,03:41:50,177,015,0050,0070,0000,1000,90,30,28,28,29,242
01368,1423111,52,03:41:50,177,011,0050,0069,0000,1000,B0,30,20,19,20,137
01369,1423111,52,03:41:50,156,000,0050,0069,0000,1000,B0,30,0,0,0,241
01370,1423111,52,03:42:00,010,010,0050,0070,0000,1000,90,30,2,0,1,141
01371,1423111,52,03:42:10,033,024,0050,0070,0000,1000,90,30,8,4,9,141
01372,1423111,52,03:42:20,063,020,0050,0071,0000,1000,90,30,13,7,16,141
01373,1423111,52,03:42:30,091,018,0050,0072,0000,1000,90,30,17,11,20,251
01374,1423111,52,03:42:40,116,017,0050,0072,0000,1000,90,30,20,15,23,249
01375,1423111,52,03:42:50,137,016,0050,0072,0000,1000,90,30,23,18,25,243
01376,1423111,52,03:43:00,153,015,0050,0071,0000,1000,90,30,24,21,26,248
01377,1423111,52,03:43:10,165,015,0050,0071,0000,1000,90,30,26,24,27,251
01378,1423111,52,03:43:20,174,015,0050,0070,0000,1000,90,30,27,25,28,249
01379,1423111,52,03:43:30,177,015,0050,0070,0000,1000,90,30,27,26,28,249
01380,1423111,52,03:43:40,177,015,0050,0070,0000,1000,90,30,27,27,28,249
01381,1423111,52,03:43:50,177,015,0050,0070,0000,1000,90,30,27,27,29,248
01382,1423111,52,03:44:00,177,015,0050,0070,0000,1000,90,30,27,27,29,249
01383,1423111,52,03:44:10,177,015,0050,0070,0000,1000,90,30,27,27,29,249
01384,1423111,52,03:44:20,177,015,0050,0070,0000,1000,90,30,27,27,29,253
01385,1423111,52,03:44:30,177,015,0050,0071,0000,1000,90,30,27,27,29,252
01386,1423111,52,03:44:40,176,015,0050,0070,0000,1000,90,30,28,27,29,247
01387,1423111,52,03:44:50,177,015,0050,0070,0000,1000,90,30,28,27,29,246
01388,1423111,52,03:45:00,177,015,0050,0070,0000,1000,90,30,28,27,29,253
01389,1423111,52,03:45:10,176,015,0050,0070,0000,1000,90,30,28,27,29,252
01390,1423111,52,03:45:20,177,015,0050,0070,0000,1000,90,30,28,27,29,246
01391,1423111,52,03:45:30,176,015,0050,0070,0000,1000,90,30,28,27,29,247
01392,1423111,52,03:45:40,177,015,0050,0070,0000,1000,90,30,28,27,29,242
01393,1423111,52,03:45:50,176,015,0050,0070,0000,1000,90,30,28,27,29,243
01394,1423111,52,03:46:00,177,015,0050,0070,0000,1000,90,30,28,27,29,243
01395,1423111,52,03:46:10,176,015,0050,0070,0000,1000,90,30,28,27,29,242
01396,1423111,52,03:46:20,176,015,0050,0070,0000,1000,90,30,28,27,29,242
01397,1423111,52,03:46:30,176,015,0050,0070,0000,1000,90,30,28,27,29,242
01398,1423111,52,03:46:40,176,015,0050,0070,0000,1000,90,30,28,27,29,250
01399,1423111,52,03:46:50,176,015,0050,0070,0000,1000,90,30,28,27,29,250
01400,1423111,52,03:47:00,176,015,0050,0070,0000,1000,90,30,28,27,29,249
01401,1423111,52,03:47:10,176,015,0050,0070,0000,1000,90,30,28,27,29,249
01402,1423111,52,03:47:20,176,015,0050,0070,0000,1000,90,30,28,27,29,249
01403,1423111,52,03:47:30,176,015,0050,0069,0000,1000,90,30,28,27,29,241
01404,1423111,52,03:47:40,176,015,0050,0070,0000,1000,90,30,28,27,29,249
01405,1423111,52,03:47:50,176,015,0050,0070,0000,1000,90,30,28,27,29,249
01406,1423111,52,03:48:00,176,015,0050,0069,0000,1000,90,30,28,27,29,248
01407,1423111,52,03:48:10,176,015,0050,0070,0000,1000,90,30,28,27,29,240
01408,1423111,52,03:48:20,176,015,0050,0070,0000,1000,90,30,28,27,29,252
01409,1423111,52,03:48:30,176,015,0050,0070,0000,1000,90,30,28,27,29,252
01410,1423111,52,03:48:40,176,015,0050,0070,0000,1000,90,30,28,27,29,243
01411,1423111,52,03:48:50,176,015,0050,0070,0000,1000,90,30,28,27,29,243
01412,1423111,52,03:49:00,176,015,0050,0070,0000,1000,90,30,28,27,29,244
01413,1423111,52,03:49:10,176,015,0050,0070,0000,1000,90,30,28,27,29,244
01414,1423111,52,03:49:20,176,015,0050,0070,0000,1000,90,30,28,27,29,240
01415,1423111,52,03:49:30,176,015,0050,0070,0000,1000,90,30,28,27,29,240
01416,1423111,52,03:49:40,176,015,0050,0070,0000,1000,90,30,28,27,29,244
01417,1423111,52,03:49:50,176,015,0050,0070,0000,1000,90,30,28,27,29,244
01418,1423111,52,03:50:00,176,015,0050,0070,0000,1000,90,30,28,27,29,246
01419,1423111,52,03:50:10,176,015,0050,0070,0000,1000,90,30,28,27,29,246
01420,1423111,52,03:50:20,176,015,0050,0070,0000,1000,90,30,28,27,29,255
01421,1423111,52,03:50:30,176,015,0050,0071,0000,1000,90,30,28,27,29,254
01422,1423111,52,03:50:40,176,015,0050,0070,0000,1000,90,30,28,27,29,251
01423,1423111,52,03:50:50,176,015,0050,0071,0000,1000,90,30,28,27,29,250
01424,1423111,52,03:51:00,176,015,0051,0070,0000,1000,90,30,28,27,29,249
01425,1423111,52,03:51:10,176,015,0050,0071,0000,1000,90,30,28,27,29,249
01426,1423111,52,03:51:20,176,015,0050,0070,0000,1000,90,30,28,27,29,248
01427,1423111,52,03:51:30,176,015,0051,0071,0000,1000,90,30,28,27,29,248
01428,1423111,52,03:51:40,176,015,0050,0071,0000,1000,90,30,28,27,29,241
01429,1423111,52,03:51:50,176,015,0050,0070,0000,1000,90,30,28,27,29,240
01430,1423111,52,03:51:50,179,003,0050,0070,0000,1000,B0,30,6,5,6,248
01431,1423111,52,03:52:00,001,000,0050,0071,0000,1000,90,30,0,0,0,141
01432,1423111,52,03:52:10,021,019,0050,0071,0000,1000,90,30,5,1,5,132
01433,1423111,52,03:52:20,051,019,0050,0073,0000,1000,90,30,10,5,13,131
01434,1423111,52,03:52:30,082,018,0050,0073,0000,1000,90,30,15,9,18,136
01435,1423111,52,03:52:40,105,017,0050,0073,0000,1000,90,30,18,13,22,245
01436,1423111,52,03:52:50,127,016,0051,0073,0000,1000,90,30,22,17,24,252
01437,1423111,52,03:53:00,146,016,0051,0073,0000,1000,90,30,24,20,26,254
01438,1423111,52,03:53:10,159,015,0050,0072,0000,1000,90,30,25,23,27,254
01439,1423111,52,03:53:20,171,015,0050,0072,0000,1000,90,30,26,25,27,243
01440,1423111,52,03:53:30,175,014,0051,0071,0000,1000,90,30,26,25,28,244
01441,1423111,52,03:53:40,176,015,0050,0071,0000,1000,90,30,27,26,28,243
01442,1423111,52,03:53:50,176,015,0050,0070,0000,1000,90,30,27,26,28,240
01443,1423111,52,03:54:00,176,015,0051,0071,0000,1000,90,30,27,26,28,243
01444,1423111,52,03:54:10,176,015,0050,0070,0000,1000,90,30,27,27,28,244
01445,1423111,52,03:54:20,176,015,0050,0071,0000,1000,90,30,27,27,28,247
01446,1423111,52,03:54:30,176,015,0050,0071,0000,1000,90,30,27,27,28,245
01447,1423111,52,03:54:40,176,015,0051,0070,0000,1000,90,30,27,27,28,243
01448,1423111,52,03:54:50,176,015,0051,0071,0000,1000,90,30,27,27,28,252
01449,1423111,52,03:55:00,176,015,0051,0071,0000,1000,90,30,27,27,29,248
01450,1423111,52,03:55:10,176,015,0051,0071,0000,1000,90,30,27,27,28,240
01451,1423111,52,03:55:20,176,015,0051,0070,0000,1000,90,30,27,27,29,242
01452,1423111,52,03:55:30,176,015,0050,0071,0000,1000,90,30,27,27,29,240
01453,1423111,52,03:55:40,176,015,0051,0070,0000,1000,90,30,27,27,29,246
01454,1423111,52,03:55:50,176,015,0051,0070,0000,1000,90,30,27,27,29,240
01455,1423111,52,03:56:00,176,015,0051,0070,0000,1000,90,30,27,27,29,247
01456,1423111,52,03:56:10,176,015,0051,0070,0000,1000,90,30,27,27,29,245
01457,1423111,52,03:56:20,176,015,0051,0070,0000,1000,90,30,27,27,29,247
01458,1423111,52,03:56:30,176,015,0051,0070,0000,1000,90,30,27,27,29,249
01459,1423111,52,03:56:40,176,015,0051,0070,0000,1000,90,30,27,27,29,255
01460,1423111,52,03:56:50,176,015,0051,0070,0000,1000,90,30,27,27,29,244
01461,1423111,52,03:57:00,176,015,0051,0070,0000,1000,90,30,27,27,28,240
01462,1423111,52,03:57:10,176,015,0051,0070,0000,1000,90,30,27,27,29,243
01463,1423111,52,03:57:20,176,015,0051,0070,0000,1000,90,30,27,27,29,241
01464,1423111,52,03:57:30,176,015,0051,0070,0000,1000,90,30,27,27,29,247
01465,1423111,52,03:57:40,176,015,0051,0069,0000,1000,90,30,27,27,29,249
01466,1423111,52,03:57:50,176,015,0051,0070,0000,1000,90,30,27,27,29,243
01467,1423111,52,03:58:00,176,015,0051,0070,0000,1000,90,30,27,27,29,248
01468,1423111,52,03:58:10,176,015,0051,0071,0000,1000,90,30,27,27,29,247
01469,1423111,52,03:58:20,176,015,0051,0070,0000,1000,90,30,27,27,29,244
01470,1423111,52,03:58:30,176,015,0051,0070,0000,1000,90,30,27,27,29,253
01471,1423111,52,03:58:40,176,015,0051,0070,0000,1000,90,30,27,27,29,251
01472,1423111,52,03:58:50,176,015,0051,0070,0000,1000,90,30,27,27,29,249
01473,1423111,52,03:59:00,176,015,0051,0071,0000,1000,90,30,27,27,29,253
01474,1423111,52,03:59:10,176,015,0051,0070,0000,1000,90,30,27,27,29,250
01475,1423111,52,03:59:20,176,015,0051,0070,0000,1000,90,30,27,27,29,248
01476,1423111,52,03:59:30,176,015,0051,0069,0000,1000,90,30,27,27,29,242
01477,1423111,52,03:59:40,176,015,0051,0070,0000,1000,90,30,27,27,29,252
01478,1423111,52,03:59:50,176,015,0051,0070,0000,1000,90,30,27,27,29,242
01479,1423111,52,04:00:00,176,015,0051,0070,0000,1000,90,30,27,27,29,253
01480,1423111,52,04:00:10,176,015,0051,0070,0000,1000,90,30,27,27,29,250
01481,1423111,52,04:00:20,176,015,0051,0070,0000,1000,90,30,27,27,29,248
01482,1423111,52,04:00:30,176,015,0051,0071,0000,1000,90,30,27,27,29,251
01483,1423111,52,04:00:40,176,015,0051,0071,0000,1000,90,30,27,27,29,253
01484,1423111,52,04:00:50,176,015,0051,0070,0000,1000,90,30,27,27,29,250
01485,1423111,52,04:01:00,176,015,0051,0070,0000,1000,90,30,27,27,29,255
01486,1423111,52,04:01:10,176,015,0051,0070,0000,1000,90,30,27,27,29,253
01487,1423111,52,04:01:20,176,015,0051,0070,0000,1000,90,30,27,27,29,255
01488,1423111,52,04:01:30,176,015,0051,0070,0000,1000,90,30,27,27,29,241
01489,1423111,52,04:01:40,176,015,0051,0071,0000,1000,90,30,27,27,29,246
01490,1423111,52,04:01:50,176,015,0051,0070,0000,1000,90,30,27,27,29,254
01491,1423111,52,04:01:50,176,011,0051,0070,0000,1000,B0,30,20,19,20,131
01492,1423111,52,04:01:50,155,000,0051,0070,0000,1000,B0,30,0,0,0,251
01493,1423111,52,04:02:00,010,010,0051,0071,0000,1000,90,30,1,0,1,135
01494,1423111,52,04:02:10,034,023,0051,0072,0000,1000,90,30,8,4,9,129
01495,1423111,52,04:02:20,065,018,0051,0072,0000,1000,90,30,13,7,15,140
01496,1423111,52,04:02:30,095,017,0051,0073,0000,1000,90,30,17,11,21,254
01497,1423111,52,04:02:40,118,016,0051,0073,0000,1000,90,30,20,14,23,254
01498,1423111,52,04:02:50,140,016,0051,0072,0000,1000,90,30,23,19,25,244
01499,1423111,52,04:03:00,159,015,0051,0072,0000,1000,90,30,25,23,26,246
01500,1423111,52,04:03:10,170,015,0051,0070,0000,1000,90,30,26,24,27,250
01501,1423111,52,04:03:20,176,014,0051,0071,0000,1000,90,30,26,26,28,243
01502,1423111,52,04:03:30,176,014,0051,0071,0000,1000,90,30,26,26,28,241
01503,1423111,52,04:03:40,175,015,0051,0070,0000,1000,90,30,27,26,28,245
01504,1423111,52,04:03:50,176,015,0051,0070,0000,1000,90,30,27,26,28,240
01505,1423111,52,04:04:00,176,015,0051,0070,0000,1000,90,30,27,26,28,243
01506,1423111,52,04:04:10,175,015,0051,0070,0000,1000,90,30,27,26,28,242
01507,1423111,52,04:04:20,176,015,0051,0070,0000,1000,90,30,27,26,28,243
01508,1423111,52,04:04:30,175,015,0051,0070,0000,1000,90,30,27,26,28,254
01509,1423111,52,04:04:40,175,015,0051,0071,0000,1000,90,30,27,26,28,249
01510,1423111,52,04:04:50,175,015,0051,0071,0000,1000,90,30,27,26,28,240
01511,1423111,52,04:05:00,175,015,0051,0070,0000,1000,90,30,27,26,28,244
01512,1423111,52,04:05:10,175,015,0051,0070,0000,1000,90,30,27,26,28,246
01513,1423111,52,04:05:20,175,015,0051,0070,0000,1000,90,30,27,26,28,244
01514,1423111,52,04:05:30,175,015,0051,0070,0000,1000,90,30,27,26,28,242
01515,1423111,52,04:05:40,175,015,0051,0070,0000,1000,90,30,27,26,28,244
01516,1423111,52,04:05:50,175,015,0051,0071,0000,1000,90,30,27,26,28,247
01517,1423111,52,04:06:00,175,015,0051,0070,0000,1000,90,30,27,26,28,241
01518,1423111,52,04:06:10,175,015,0051,0070,0000,1000,90,30,27,26,28,255
01519,1423111,52,04:06:20,175,015,0051,0070,0000,1000,90,30,27,27,28,252
01520,1423111,52,04:06:30,175,015,0051,0070,0000,1000,90,30,27,26,28,246
01521,1423111,52,04:06:40,175,015,0051,0071,0000,1000,90,30,27,27,28,240
01522,1423111,52,04:06:50,175,015,0051,0071,0000,1000,90,30,27,26,28,243
01523,1423111,52,04:07:00,175,015,0051,0070,0000,1000,90,30,27,27,28,246
01524,1423111,52,04:07:10,175,015,0051,0070,0000,1000,90,30,27,26,28,241
01525,1423111,52,04:07:20,175,015,0051,0070,0000,1000,90,30,27,26,28,243
01526,1423111,52,04:07:30,175,015,0051,0071,0000,1000,90,30,27,27,28,241
01527,1423111,52,04:07:40,175,015,0051,0070,0000,1000,90,30,27,27,28,246
01528,1423111,52,04:07:50,175,015,0051,0071,0000,1000,90,30,27,27,28,249
01529,1423111,52,04:08:00,175,015,0051,0070,0000,1000,90,30,27,26,28,242
01530,1423111,52,04:08:10,175,015,0051,0071,0000,1000,90,30,27,27,28,251
01531,1423111,52,04:08:20,175,015,0051,0071,0000,1000,90,30,27,26,28,248
01532,1423111,52,04:08:30,175,015,0051,0071,0000,1000,90,30,27,26,28,250
01533,1423111,52,04:08:40,175,015,0051,0071,0000,1000,90,30,27,26,28,252
01534,1423111,52,04:08:50,175,015,0051,0071,0000,1000,90,30,27,26,28,250
01535,1423111,52,04:09:00,175,015,0051,0071,0000,1000,90,30,27,27,28,254
01536,1423111,52,04:09:10,175,015,0051,0071,0000,1000,90,30,27,26,28,253
01537,1423111,52,04:09:20,175,015,0051,0070,0000,1000,90,30,27,26,28,254
01538,1423111,52,04:09:30,175,015,0051,0071,0000,1000,90,30,27,27,28,240
01539,1423111,52,04:09:40,175,015,0051,0071,0000,1000,90,30,27,27,28,246
01540,1423111,52,04:09:50,175,015,0051,0071,0000,1000,90,30,27,27,28,249
01541,1423111,52,04:10:00,175,015,0051,0071,0000,1000,90,30,27,27,28,245
01542,1423111,52,04:10:10,175,015,0051,0071,0000,1000,90,30,27,26,28,246
01543,1423111,52,04:10:20,175,015,0051,0070,0000,1000,90,30,27,26,28,245
01544,1423111,52,04:10:30,175,015,0051,0070,0000,1000,90,30,27,27,28,242
01545,1423111,52,04:10:40,175,015,0051,0071,0000,1000,90,30,27,26,28,244
01546,1423111,52,04:10:50,175,015,0051,0071,0000,1000,90,30,27,26,28,246
01547,1423111,52,04:11:00,175,015,0051,0071,0000,1000,90,30,27,27,28,242
01548,1423111,52,04:11:10,175,015,0051,0071,0000,1000,90,30,27,26,28,253
01549,1423111,52,04:11:20,175,015,0051,0071,0000,1000,90,30,27,26,28,255
01550,1423111,52,04:11:30,175,015,0051,0071,0000,1000,90,30,27,26,28,246
01551,1423111,52,04:11:40,175,015,0051,0071,0000,1000,90,30,27,26,28,240
01552,1423111,52,04:11:50,175,015,0051,0070,0000,1000,90,30,27,26,28,243
01553,1423111,52,04:11:50,178,003,0051,0070,0000,1000,B0,30,6,5,5,252
01554,1423111,52,04:12:00,001,000,0051,0071,0000,1000,90,30,0,0,0,141
01555,1423111,52,04:12:10,021,019,0051,0071,0000,1000,90,30,4,1,5,135
01556,1423111,52,04:12:20,052,019,0051,0073,0000,1000,90,30,10,5,12,129
01557,1423111,52,04:12:30,083,018,0051,0072,0000,1000,90,30,15,9,18,142
01558,1423111,52,04:12:40,107,016,0051,0074,0000,1000,90,30,18,13,22,249
01559,1423111,52,04:12:50,129,017,0051,0073,0000,1000,90,30,22,17,24,248
01560,1423111,52,04:13:00,149,016,0051,0073,0000,1000,90,30,24,21,26,240
01561,1423111,52,04:13:10,164,015,0051,0073,0000,1000,90,30,25,23,26,255
01562,1423111,52,04:13:20,173,015,0051,0072,0000,1000,90,30,26,25,27,252
01563,1423111,52,04:13:30,175,014,0051,0072,0000,1000,90,30,26,26,27,248
01564,1423111,52,04:13:40,175,014,0051,0072,0000,1000,90,30,26,26,27,248
01565,1423111,52,04:13:50,175,014,0051,0071,0000,1000,90,30,26,26,27,251
01566,1423111,52,04:14:00,175,014,0051,0071,0000,1000,90,30,26,26,28,245
01567,1423111,52,04:14:10,175,014,0051,0072,0000,1000,90,30,26,26,28,246
01568,1423111,52,04:14:20,175,014,0051,0071,0000,1000,90,30,27,26,28,248
01569,1423111,52,04:14:30,175,015,0051,0071,0000,1000,90,30,27,26,28,249
01570,1423111,52,04:14:40,175,015,0051,0071,0000,1000,90,30,27,26,28,246
01571,1423111,52,04:14:50,175,015,0051,0071,0000,1000,90,30,27,26,28,246
01572,1423111,52,04:15:00,175,015,0051,0070,0000,1000,90,30,27,26,28,240
01573,1423111,52,04:15:10,175,015,0051,0070,0000,1000,90,30,27,26,28,240
01574,1423111,52,04:15:20,175,015,0051,0070,0000,1000,90,30,27,26,28,244
01575,1423111,52,04:15:30,175,015,0051,0071,0000,1000,90,30,27,26,28,245
01576,1423111,52,04:15:40,175,015,0051,0071,0000,1000,90,30,27,26,28,241
01577,1423111,52,04:15:50,175,015,0051,0071,0000,1000,90,30,27,26,28,241
01578,1423111,52,04:16:00,175,015,0051,0071,0000,1000,90,30,27,26,28,248
01579,1423111,52,04:16:10,175,015,0051,0070,0000,1000,90,30,27,26,28,249
01580,1423111,52,04:16:20,175,015,0051,0071,0000,1000,90,30,27,26,28,253
01581,1423111,52,04:16:30,175,015,0051,0071,0000,1000,90,30,27,26,28,253
01582,1423111,52,04:16:40,175,015,0051,0070,0000,1000,90,30,27,26,28,248
01583,1423111,52,04:16:50,175,015,0051,0071,0000,1000,90,30,27,26,28,249
01584,1423111,52,04:17:00,175,015,0051,0071,0000,1000,90,30,27,26,28,250
01585,1423111,52,04:17:10,175,015,0051,0070,0000,1000,90,30,27,26,28,251
01586,1423111,52,04:17:20,175,015,0051,0071,0000,1000,90,30,27,26,28,250
01587,1423111,52,04:17:30,175,015,0051,0071,0000,1000,90,30,27,26,28,250
01588,1423111,52,04:17:40,175,015,0051,0071,0000,1000,90,30,27,26,28,242
01589,1423111,52,04:17:50,175,015,0051,0071,0000,1000,90,30,27,26,28,242
01590,1423111,52,04:18:00,175,015,0051,0071,0000,1000,90,30,27,26,28,240
01591,1423111,52,04:18:10,175,015,0051,0071,0000,1000,90,30,27,26,28,240
01592,1423111,52,04:18:20,175,015,0051,0071,0000,1000,90,30,27,26,28,240
01593,1423111,52,04:18:30,175,015,0051,0070,0000,1000,90,30,27,26,28,241
01594,1423111,52,04:18:40,175,015,0051,0071,0000,1000,90,30,27,26,28,240
01595,1423111,52,04:18:50,175,015,0051,0071,0000,1000,90,30,27,26,28,240
01596,1423111,52,04:19:00,175,015,0051,0071,0000,1000,90,30,27,26,28,247
01597,1423111,52,04:19:10,175,015,0051,0071,0000,1000,90,30,27,26,28,247
01598,1423111,52,04:19:20,175,015,0051,0070,0000,1000,90,30,27,26,28,250
01599,1423111,52,04:19:30,175,015,0051,0071,0000,1000,90,30,27,26,28,251
01600,1423111,52,04:19:40,175,015,0051,0070,0000,1000,90,30,27,26,28,254
01601,1423111,52,04:19:50,175,015,0051,0070,0000,1000,90,30,27,26,28,254
01602,1423111,52,04:20:00,175,015,0051,0071,0000,1000,90,30,27,26,28,243
01603,1423111,52,04:20:10,175,015,0051,0071,0000,1000,90,30,27,26,28,243
01604,1423111,52,04:20:20,175,015,0051,0070,0000,1000,90,30,27,26,28,246
01605,1423111,52,04:20:30,175,015,0051,0071,0000,1000,90,30,27,26,28,247
01606,1423111,52,04:20:40,175,015,0051,0071,0000,1000,90,30,27,26,28,243
01607,1423111,52,04:20:50,175,015,0051,0071,0000,1000,90,30,27,26,28,243
01608,1423111,52,04:21:00,175,015,0051,0070,0000,1000,90,30,27,26,28,249
01609,1423111,52,04:21:10,175,015,0051,0071,0000,1000,90,30,27,26,28,248
01610,1423111,52,04:21:20,175,015,0051,0070,0000,1000,90,30,27,26,28,242
01611,1423111,52,04:21:30,175,015,0051,0071,0000,1000,90,30,27,26,28,243
01612,1423111,52,04:21:40,175,015,0051,0071,0000,1000,90,30,27,26,28,247
01613,1423111,52,04:21:50,175,015,0051,0071,0000,1000,90,30,27,26,28,247
01614,1423111,52,04:21:50,176,011,0051,0071,0000,1000,B0,30,19,18,19,142
01615,1423111,52,04:21:50,154,000,0051,0071,0000,1000,B0,30,0,0,0,244
01616,1423111,52,04:22:00,010,010,0051,0072,0000,1000,90,30,1,0,1,137
01617,1423111,52,04:22:10,034,020,0051,0073,0000,1000,90,30,7,3,9,128
01618,1423111,52,04:22:20,066,018,0051,0073,0000,1000,90,30,13,7,15,139
01619,1423111,52,04:22:30,095,017,0051,0074,0000,1000,90,30,17,11,20,255
01620,1423111,52,04:22:40,119,016,0051,0073,0000,1000,90,30,20,15,23,242
01621,1423111,52,04:22:50,140,016,0051,0073,0000,1000,90,30,23,19,25,247
01622,1423111,52,04:23:00,159,015,0051,0073,0000,1000,90,30,25,22,26,246
01623,1423111,52,04:23:10,170,015,0051,0072,0000,1000,90,30,26,24,27,248
01624,1423111,52,04:23:20,175,014,0051,0072,0000,1000,90,30,26,25,27,249
01625,1423111,52,04:23:30,175,014,0051,0071,0000,1000,90,30,26,25,27,250
01626,1423111,52,04:23:40,175,014,0051,0071,0000,1000,90,30,26,25,27,254
01627,1423111,52,04:23:50,175,014,0051,0071,0000,1000,90,30,26,25,27,254
01628,1423111,52,04:24:00,175,014,0051,0071,0000,1000,90,30,26,26,27,240
01629,1423111,52,04:24:10,175,014,0051,0071,0000,1000,90,30,26,26,27,240
01630,1423111,52,04:24:20,175,014,0051,0071,0000,1000,90,30,26,26,27,251
01631,1423111,52,04:24:30,175,014,0051,0071,0000,1000,90,30,26,26,27,251
01632,1423111,52,04:24:40,175,014,0051,0071,0000,1000,90,30,26,26,27,255
01633,1423111,52,04:24:50,175,014,0051,0071,0000,1000,90,30,26,26,27,255
01634,1423111,52,04:25:00,175,014,0051,0071,0000,1000,90,30,26,26,27,252
01635,1423111,52,04:25:10,175,014,0051,0071,0000,1000,90,30,26,26,28,243
01636,1423111,52,04:25:20,175,014,0051,0071,0000,1000,90,30,26,26,28,243
01637,1423111,52,04:25:30,175,014,0051,0071,0000,1000,90,30,26,26,28,243
01638,1423111,52,04:25:40,175,014,0051,0071,0000,1000,90,30,26,26,28,251
01639,1423111,52,04:25:50,175,014,0051,0071,0000,1000,90,30,26,26,28,251
01640,1423111,52,04:26:00,175,014,0051,0071,0000,1000,90,30,26,26,28,243
01641,1423111,52,04:26:10,175,014,0051,0071,0000,1000,90,30,26,26,28,243
01642,1423111,52,04:26:20,175,014,0051,0071,0000,1000,90,30,26,26,28,243
