SerialNumber,Type,SubType,UnitID,FirmwareVersion,FileID,StartTime,DataState,HasGaps
1330515,UsbEnhanced,USB,ZH2,513,91,01.01.2022 11:11:11,Complete,False

OrganID,KidneySide,BloodType,CrossClampTime&Date,CrossClampTimezone,TotalIschemicTime,PerfusateLot,PerfusateExpirationDate,PerfusateUsed,Cannula,CannulaExpirationDate,CassetteLot#,CasetteExpirationDate
Test2,Left,O,,,,,,,,,,

SequentialRecordNumber,SerialNumber,FileID,InfuseTime,FlowRate,OrganResistance,IceContainerTemperature,InfuseTemperature,Error1,Error2,State,PressureSet,AveragePressure,DiastolicPressure,SystolicPressure,Checksum
01013,1330515,91,02:42:40,086,025,0017,0064,0000,0000,90,30,22,17,24,251
01014,1330515,91,02:42:50,091,025,0017,0063,0000,0000,90,30,23,17,27,254
01015,1330515,91,02:43:00,093,025,0017,0062,0000,0000,90,30,24,18,28,255
01016,1330515,91,02:43:10,102,024,0017,0062,0000,0000,90,30,25,22,28,253
01017,1330515,91,02:43:20,102,025,0017,0061,0000,0000,90,30,26,22,29,255
01018,1330515,91,02:43:30,107,024,0017,0060,0000,0000,90,30,27,23,29,244
01019,1330515,91,02:43:40,106,025,0017,0061,0000,0000,90,30,27,24,30,252
01020,1330515,91,02:43:50,107,025,0017,0060,0000,0000,90,30,27,24,29,255
01021,1330515,91,02:44:00,107,025,0017,0061,0000,0000,90,30,27,24,29,253
01022,1330515,91,02:44:10,107,025,0017,0060,0000,0000,90,30,27,24,29,254
01023,1330515,91,02:44:20,107,025,0018,0059,0000,0000,90,30,27,24,30,241
01024,1330515,91,02:44:30,107,025,0017,0059,0000,0000,90,30,27,24,30,248
01025,1330515,91,02:44:40,107,025,0017,0060,0000,0000,90,30,27,24,30,244
01026,1330515,91,02:44:50,107,025,0017,0060,0000,0000,90,30,27,24,29,254
01027,1330515,91,02:45:00,107,025,0017,0060,0000,0000,90,30,27,24,30,243
01028,1330515,91,02:45:10,107,025,0017,0059,0000,0000,90,30,27,24,30,247
01029,1330515,91,02:45:20,107,025,0017,0060,0000,0000,90,30,27,24,30,255
01030,1330515,91,02:45:30,106,025,0017,0060,0000,0000,90,30,27,24,30,247
01031,1330515,91,02:45:40,107,025,0017,0059,0000,0000,90,30,27,25,30,251
01032,1330515,91,02:45:50,106,025,0017,0059,0000,0000,90,30,27,24,30,249
01033,1330515,91,02:46:00,106,025,0018,0059,0000,0000,90,30,27,24,30,241
01034,1330515,91,02:46:10,106,025,0018,0060,0000,0000,90,30,27,24,30,253
01035,1330515,91,02:46:20,106,025,0017,0059,0000,0000,90,30,27,24,30,250
01036,1330515,91,02:46:30,106,025,0017,0060,0000,0000,90,30,27,25,30,243
01037,1330515,91,02:46:40,105,025,0018,0060,0000,0000,90,30,27,24,30,248
01038,1330515,91,02:46:50,106,025,0017,0060,0000,0000,90,30,27,24,30,250
01039,1330515,91,02:47:00,105,025,0017,0059,0000,0000,90,30,27,24,30,246
01040,1330515,91,02:47:10,106,025,0017,0059,0000,0000,90,30,27,25,30,251
01041,1330515,91,02:47:20,105,025,0017,0059,0000,0000,90,30,27,24,30,251
01042,1330515,91,02:47:30,106,025,0017,0059,0000,0000,90,30,27,24,29,242
01043,1330515,91,02:47:40,105,025,0017,0059,0000,0000,90,30,27,24,30,255
01044,1330515,91,02:47:50,104,025,0018,0059,0000,0000,90,30,27,24,30,247
01045,1330515,91,02:48:00,104,025,0018,0059,0000,0000,90,30,27,24,30,252
01046,1330515,91,02:48:10,105,025,0017,0059,0000,0000,90,30,27,24,29,248
01047,1330515,91,02:48:20,106,025,0017,0058,0000,0000,90,30,27,24,29,248
01048,1330515,91,02:48:30,106,025,0017,0059,0000,0000,90,30,27,24,29,247
01049,1330515,91,02:48:40,105,025,0017,0058,0000,0000,90,30,27,24,30,251
01050,1330515,91,02:48:50,105,025,0017,0058,0000,0000,90,30,27,24,29,250
01051,1330515,91,02:49:00,106,025,0017,0059,0000,0000,90,30,27,24,30,245
01052,1330515,91,02:49:10,104,025,0017,0058,0000,0000,90,30,27,24,30,244
01053,1330515,91,02:49:20,105,025,0017,0058,0000,0000,90,30,27,24,30,247
01054,1330515,91,02:49:30,106,025,0017,0059,0000,0000,90,30,27,24,30,243
01055,1330515,91,02:49:40,105,025,0017,0059,0000,0000,90,30,27,24,30,246
01056,1330515,91,02:49:50,105,025,0017,0059,0000,0000,90,30,27,24,30,244
01057,1330515,91,02:50:00,105,025,0017,0059,0000,0000,90,30,27,24,30,248
01058,1330515,91,02:50:10,105,025,0017,0058,0000,0000,90,30,27,24,30,247
01059,1330515,91,02:50:20,106,025,0017,0057,0000,0000,90,30,27,24,29,241
01060,1330515,91,02:50:30,105,025,0017,0058,0000,0000,90,30,27,24,30,254
01061,1330515,91,02:50:40,106,025,0017,0058,0000,0000,90,30,27,25,30,250
01062,1330515,91,02:50:50,105,025,0017,0058,0000,0000,90,30,27,25,30,251
01063,1330515,91,02:51:00,106,025,0017,0058,0000,0000,90,30,27,25,30,253
01064,1330515,91,02:51:10,105,025,0017,0059,0000,0000,90,30,27,25,30,249
01065,1330515,91,02:51:20,106,025,0017,0058,0000,0000,90,30,27,25,30,249
01066,1330515,91,02:51:30,106,025,0017,0058,0000,0000,90,30,27,25,30,251
01067,1330515,91,02:51:40,106,025,0018,0059,0000,0000,90,30,27,25,30,243
01068,1330515,91,02:51:50,105,025,0018,0058,0000,0000,90,30,27,25,30,255
01069,1330515,91,02:51:50,127,005,0017,0058,0000,0000,B0,30,6,5,6,254
01070,1330515,91,02:51:50,001,000,0017,0059,0000,0000,90,30,0,0,0,137
01071,1330515,91,02:52:00,015,026,0018,0062,0000,0000,90,30,5,2,5,138
01072,1330515,91,02:52:10,038,026,0018,0062,0000,0000,90,30,10,6,12,134
01073,1330515,91,02:52:20,061,026,0018,0063,0000,0000,90,30,16,11,19,247
01074,1330515,91,02:52:30,077,025,0018,0062,0000,0000,90,30,20,15,23,252
01075,1330515,91,02:52:40,087,026,0017,0061,0000,0000,90,30,23,18,26,241
01076,1330515,91,02:52:50,094,025,0017,0060,0000,0000,90,30,24,21,27,255
01077,1330515,91,02:53:00,100,026,0017,0060,0000,0000,90,30,26,22,28,251
01078,1330515,91,02:53:10,101,025,0017,0060,0000,0000,90,30,26,23,29,247
01079,1330515,91,02:53:20,105,025,0017,0059,0000,0000,90,30,27,24,29,253
01080,1330515,91,02:53:30,106,025,0017,0059,0000,0000,90,30,27,24,29,249
01081,1330515,91,02:53:40,106,025,0017,0059,0000,0000,90,30,27,24,29,255
01082,1330515,91,02:53:50,106,025,0017,0059,0000,0000,90,30,27,24,29,253
01083,1330515,91,02:54:00,106,025,0017,0058,0000,0000,90,30,27,24,30,247
01084,1330515,91,02:54:10,105,025,0017,0058,0000,0000,90,30,27,25,30,243
01085,1330515,91,02:54:20,106,025,0017,0058,0000,0000,90,30,27,25,30,242
01086,1330515,91,02:54:30,105,025,0017,0058,0000,0000,90,30,27,24,30,242
01087,1330515,91,02:54:40,106,025,0017,0058,0000,0000,90,30,27,24,30,247
01088,1330515,91,02:54:50,105,025,0018,0058,0000,0000,90,30,27,24,30,245
01089,1330515,91,02:55:00,106,025,0018,0059,0000,0000,90,30,27,24,30,242
01090,1330515,91,02:55:10,105,025,0017,0058,0000,0000,90,30,27,25,30,247
01091,1330515,91,02:55:20,106,025,0017,0058,0000,0000,90,30,27,24,30,247
01092,1330515,91,02:55:30,105,025,0017,0059,0000,0000,10,30,27,25,30,254
01093,1330515,91,02:55:40,106,025,0017,0058,0000,0000,10,30,27,25,30,250
01094,1330515,91,02:55:50,105,025,0017,0058,0000,0000,10,30,27,25,30,255
01095,1330515,91,02:56:00,106,025,0017,0058,0000,0000,10,30,27,25,30,251
01096,1330515,91,02:56:10,105,025,0017,0058,0000,0000,10,30,27,25,30,250
01097,1330515,91,02:56:20,104,025,0017,0058,0000,0000,10,30,27,24,30,248
01098,1330515,91,02:56:30,105,025,0017,0058,0000,0000,10,30,27,25,30,246
01099,1330515,91,02:56:40,105,025,0017,0057,0000,0000,10,30,27,25,30,255
01100,1330515,91,02:56:50,104,025,0017,0058,0000,0000,10,30,27,25,30,241
01101,1330515,91,02:57:00,105,025,0017,0058,0000,0000,10,30,27,24,30,244
